iddesignacion;desde;hasta;idtipodesignacion;nroplaca
1376;1991-01-01;1999-01-01;3;993
1377;1993-01-01;1996-01-01;2;458
1378;1993-01-01;1999-01-01;1;73
1379;1993-01-01;1999-01-01;0;74
1380;1994-01-01;1996-01-01;2;995
1381;1995-01-01;1999-01-01;2;335
1382;1993-01-01;1998-01-01;0;439
1383;1991-01-01;1998-01-01;1;388
1384;1993-01-01;1998-01-01;0;379
1385;1992-01-01;1999-01-01;4;260
1386;1993-01-01;1999-01-01;4;309
1387;1994-01-01;1996-01-01;4;568
1388;1993-01-01;1997-01-01;3;41
1389;1995-01-01;1996-01-01;2;348
1390;1993-01-01;1998-01-01;4;727
1391;1995-01-01;1999-01-01;4;876
1392;1994-01-01;1996-01-01;3;633
1393;1994-01-01;1996-01-01;0;327
1394;1994-01-01;1997-01-01;3;27
1395;1992-01-01;1999-01-01;2;85
1396;1995-01-01;1996-01-01;2;632
1397;1991-01-01;1998-01-01;3;602
1398;1995-01-01;1999-01-01;3;969
1399;1991-01-01;1997-01-01;2;677
1400;1992-01-01;1997-01-01;0;984
1401;1995-01-01;1998-01-01;1;192
1402;1991-01-01;1998-01-01;3;701
1403;1991-01-01;1998-01-01;0;515
1404;1995-01-01;1997-01-01;2;256
1405;1995-01-01;1996-01-01;4;16
1406;1993-01-01;1998-01-01;2;173
1407;1993-01-01;1996-01-01;1;676
1408;1991-01-01;1998-01-01;3;301
1409;1993-01-01;1998-01-01;3;181
1410;1994-01-01;1998-01-01;3;618
1411;1991-01-01;1997-01-01;1;971
1412;1994-01-01;1996-01-01;0;462
1413;1995-01-01;1998-01-01;4;850
1414;1992-01-01;1996-01-01;0;726
1415;1991-01-01;1996-01-01;3;504
1416;1994-01-01;1997-01-01;1;18
1417;1992-01-01;1997-01-01;2;412
1418;1993-01-01;1998-01-01;3;646
1419;1994-01-01;1997-01-01;2;586
1420;1993-01-01;1997-01-01;3;780
1421;1992-01-01;1997-01-01;0;784
1422;1992-01-01;1996-01-01;3;690
1423;1994-01-01;1998-01-01;4;323
1424;1992-01-01;1999-01-01;4;400
1425;1992-01-01;1998-01-01;3;688
1426;1992-01-01;1996-01-01;2;794
1427;1993-01-01;1998-01-01;1;651
1428;1991-01-01;1999-01-01;2;300
1429;1993-01-01;1996-01-01;2;933
1430;1993-01-01;1996-01-01;3;682
1431;1993-01-01;1997-01-01;2;540
1432;1991-01-01;1997-01-01;2;49
1433;1994-01-01;1996-01-01;4;849
1434;1991-01-01;1996-01-01;2;300
1435;1994-01-01;1999-01-01;1;447
1436;1995-01-01;1998-01-01;3;333
1437;1994-01-01;1997-01-01;4;202
1438;1994-01-01;1997-01-01;2;815
1439;1991-01-01;1998-01-01;2;537
1440;1993-01-01;1996-01-01;4;279
1441;1995-01-01;1999-01-01;1;244
1442;1994-01-01;1996-01-01;3;151
1443;1991-01-01;1996-01-01;2;812
1444;1995-01-01;1999-01-01;3;769
1445;1993-01-01;1998-01-01;4;871
1446;1992-01-01;1997-01-01;2;74
1447;1991-01-01;1999-01-01;4;913
1448;1994-01-01;1999-01-01;2;52
1449;1992-01-01;1999-01-01;3;322
1450;1994-01-01;1998-01-01;1;986
1451;1995-01-01;1998-01-01;3;442
1452;1991-01-01;1999-01-01;4;939
1453;1994-01-01;1998-01-01;0;837
1454;1992-01-01;1996-01-01;4;255
1455;1992-01-01;1999-01-01;4;477
1456;1994-01-01;1996-01-01;0;882
1457;1991-01-01;1999-01-01;1;990
1458;1995-01-01;1998-01-01;3;212
1459;1994-01-01;1999-01-01;0;273
1460;1994-01-01;1996-01-01;0;249
1461;1995-01-01;1996-01-01;3;873
1462;1992-01-01;1998-01-01;1;492
1463;1992-01-01;1999-01-01;3;555
1464;1994-01-01;1998-01-01;2;35
1465;1992-01-01;1999-01-01;4;414
1466;1994-01-01;1996-01-01;2;610
1467;1994-01-01;1997-01-01;3;304
1468;1995-01-01;1999-01-01;0;508
1469;1991-01-01;1997-01-01;3;422
1470;1991-01-01;1997-01-01;2;382
1471;1991-01-01;1997-01-01;2;845
1472;1992-01-01;1996-01-01;3;821
1473;1995-01-01;1999-01-01;4;338
1474;1993-01-01;1997-01-01;4;993
1475;1995-01-01;1996-01-01;1;659
1476;1994-01-01;1996-01-01;1;869
1477;1991-01-01;1996-01-01;1;318
1478;1994-01-01;1998-01-01;3;263
1479;1995-01-01;1996-01-01;2;72
1480;1994-01-01;1997-01-01;1;269
1481;1991-01-01;1999-01-01;1;152
1482;1991-01-01;1999-01-01;1;834
1483;1992-01-01;1998-01-01;4;937
1484;1993-01-01;1997-01-01;2;81
1485;1993-01-01;1996-01-01;0;762
1486;1994-01-01;1998-01-01;1;719
1487;1995-01-01;1999-01-01;4;744
1488;1994-01-01;1998-01-01;2;810
1489;1992-01-01;1999-01-01;1;49
1490;1994-01-01;1996-01-01;1;128
1491;1994-01-01;1999-01-01;3;240
1492;1993-01-01;1997-01-01;0;879
1493;1993-01-01;1999-01-01;2;732
1494;1994-01-01;1998-01-01;4;567
1495;1995-01-01;1998-01-01;3;646
1496;1993-01-01;1996-01-01;4;695
1497;1993-01-01;1997-01-01;4;94
1498;1993-01-01;1999-01-01;4;386
1499;1995-01-01;1996-01-01;3;194
1500;1994-01-01;1999-01-01;2;234
1501;1995-01-01;1999-01-01;4;227
1502;1995-01-01;1996-01-01;0;186
1503;1993-01-01;1997-01-01;3;505
1504;1992-01-01;1999-01-01;2;160
1505;1991-01-01;1997-01-01;0;734
1506;1993-01-01;1999-01-01;3;694
1507;1992-01-01;1999-01-01;0;857
1508;1995-01-01;1999-01-01;4;969
1509;1991-01-01;1997-01-01;2;13
1510;1993-01-01;1998-01-01;1;948
1511;1995-01-01;1998-01-01;1;240
1512;1992-01-01;1999-01-01;2;779
1513;1992-01-01;1999-01-01;2;362
1514;1994-01-01;1999-01-01;1;280
1515;1991-01-01;1998-01-01;3;599
1516;1991-01-01;1999-01-01;1;992
1517;1992-01-01;1998-01-01;2;446
1518;1991-01-01;1997-01-01;3;238
1519;1993-01-01;1999-01-01;4;262
1520;1994-01-01;1996-01-01;0;572
1521;1993-01-01;1997-01-01;4;113
1522;1994-01-01;1998-01-01;4;460
1523;1995-01-01;1999-01-01;3;555
1524;1995-01-01;1997-01-01;0;174
1525;1991-01-01;1999-01-01;0;886
1526;1993-01-01;1997-01-01;3;872
1527;1992-01-01;1996-01-01;0;280
1528;1994-01-01;1999-01-01;0;382
1529;1991-01-01;1999-01-01;2;543
1530;1993-01-01;1999-01-01;0;479
1531;1992-01-01;1996-01-01;0;777
1532;1994-01-01;1996-01-01;2;428
1533;1995-01-01;1997-01-01;4;100
1534;1994-01-01;1996-01-01;3;798
1535;1993-01-01;1998-01-01;0;90
1536;1991-01-01;1996-01-01;0;276
1537;1994-01-01;1996-01-01;0;551
1538;1994-01-01;1998-01-01;2;560
1539;1993-01-01;1997-01-01;1;799
1540;1991-01-01;1998-01-01;4;82
1541;1992-01-01;1999-01-01;4;796
1542;1991-01-01;1998-01-01;4;83
1543;1995-01-01;1999-01-01;4;872
1544;1995-01-01;1997-01-01;3;738
1545;1991-01-01;1997-01-01;4;381
1546;1995-01-01;1999-01-01;0;850
1547;1995-01-01;1998-01-01;2;673
1548;1994-01-01;1997-01-01;2;444
1549;1994-01-01;1998-01-01;0;377
1550;1994-01-01;1998-01-01;2;626
1551;1995-01-01;1999-01-01;4;139
1552;1991-01-01;1998-01-01;3;220
1553;1991-01-01;1999-01-01;2;794
1554;1994-01-01;1998-01-01;4;78
1555;1994-01-01;1999-01-01;1;437
1556;1992-01-01;1999-01-01;2;562
1557;1993-01-01;1997-01-01;4;163
1558;1991-01-01;1996-01-01;3;130
1559;1992-01-01;1999-01-01;3;903
1560;1993-01-01;1999-01-01;3;962
1561;1993-01-01;1996-01-01;1;685
1562;1995-01-01;1998-01-01;0;624
1563;1993-01-01;1999-01-01;2;366
1564;1992-01-01;1997-01-01;2;920
1565;1995-01-01;1998-01-01;0;528
1566;1992-01-01;1998-01-01;0;772
1567;1992-01-01;1996-01-01;4;143
1568;1993-01-01;1997-01-01;2;963
1569;1991-01-01;1999-01-01;3;920
1570;1995-01-01;1997-01-01;0;161
1571;1992-01-01;1999-01-01;2;993
1572;1992-01-01;1996-01-01;2;655
1573;1993-01-01;1998-01-01;0;212
1574;1993-01-01;1999-01-01;3;28
1575;1993-01-01;1998-01-01;1;752
1576;1992-01-01;1996-01-01;1;44
1577;1991-01-01;1999-01-01;1;634
1578;1994-01-01;1998-01-01;2;318
1579;1991-01-01;1997-01-01;0;665
1580;1991-01-01;1998-01-01;1;994
1581;1992-01-01;1997-01-01;2;321
1582;1995-01-01;1998-01-01;2;365
1583;1991-01-01;1997-01-01;4;806
1584;1995-01-01;1998-01-01;2;547
1585;1995-01-01;1999-01-01;0;463
1586;1994-01-01;1996-01-01;1;48
1587;1993-01-01;1997-01-01;1;576
1588;1994-01-01;1996-01-01;0;895
1589;1992-01-01;1996-01-01;0;94
1590;1995-01-01;1996-01-01;3;76
1591;1993-01-01;1998-01-01;4;819
1592;1993-01-01;1999-01-01;2;202
1593;1994-01-01;1997-01-01;0;864
1594;1995-01-01;1997-01-01;4;562
1595;1995-01-01;1996-01-01;1;724
1596;1991-01-01;1998-01-01;0;790
1597;1992-01-01;1996-01-01;3;577
1598;1995-01-01;1998-01-01;2;700
1599;1992-01-01;1997-01-01;0;715
1600;1991-01-01;1997-01-01;2;350
1601;1995-01-01;1997-01-01;1;181
1602;1991-01-01;1997-01-01;4;542
1603;1993-01-01;1998-01-01;3;147
1604;1995-01-01;1997-01-01;0;801
1605;1995-01-01;1996-01-01;0;349
1606;1994-01-01;1997-01-01;1;271
1607;1994-01-01;1998-01-01;1;159
1608;1992-01-01;1999-01-01;1;699
1609;1991-01-01;1998-01-01;3;121
1610;1995-01-01;1997-01-01;0;53
1611;1995-01-01;1997-01-01;2;854
1612;1995-01-01;1999-01-01;1;435
1613;1991-01-01;1999-01-01;3;940
1614;1994-01-01;1996-01-01;3;464
1615;1993-01-01;1996-01-01;4;446
1616;1991-01-01;1997-01-01;0;749
1617;1995-01-01;1997-01-01;0;150
1618;1994-01-01;1998-01-01;1;427
1619;1995-01-01;1997-01-01;2;604
1620;1993-01-01;1998-01-01;2;240
1621;1993-01-01;1996-01-01;0;573
1622;1992-01-01;1996-01-01;0;687
1623;1991-01-01;1996-01-01;2;208
1624;1993-01-01;1996-01-01;3;682
1625;1994-01-01;1999-01-01;0;393
1626;1993-01-01;1996-01-01;0;34
1627;1993-01-01;1996-01-01;4;312
1628;1993-01-01;1998-01-01;1;422
1629;1994-01-01;1997-01-01;3;199
1630;1992-01-01;1997-01-01;2;493
1631;1994-01-01;1999-01-01;4;421
1632;1994-01-01;1997-01-01;3;410
1633;1993-01-01;1997-01-01;4;100
1634;1992-01-01;1996-01-01;4;646
1635;1993-01-01;1999-01-01;2;246
1636;1993-01-01;1999-01-01;3;875
1637;1992-01-01;1998-01-01;1;278
1638;1991-01-01;1999-01-01;4;600
1639;1995-01-01;1996-01-01;4;649
1640;1994-01-01;1998-01-01;3;302
1641;1991-01-01;1997-01-01;0;499
1642;1992-01-01;1999-01-01;4;121
1643;1994-01-01;1998-01-01;1;980
1644;1992-01-01;1999-01-01;0;924
1645;1995-01-01;1997-01-01;3;329
1646;1992-01-01;1996-01-01;3;77
1647;1995-01-01;1996-01-01;2;671
1648;1991-01-01;1999-01-01;2;459
1649;1993-01-01;1998-01-01;0;230
1650;1995-01-01;1996-01-01;1;347
1651;1991-01-01;1998-01-01;3;170
1652;1994-01-01;1999-01-01;4;446
1653;1992-01-01;1998-01-01;4;714
1654;1995-01-01;1997-01-01;3;311
1655;1992-01-01;1999-01-01;4;360
1656;1992-01-01;1997-01-01;0;142
1657;1991-01-01;1998-01-01;3;682
1658;1991-01-01;1996-01-01;1;513
1659;1994-01-01;1996-01-01;4;893
1660;1992-01-01;1996-01-01;3;438
1661;1993-01-01;1997-01-01;4;841
1662;1993-01-01;1996-01-01;1;398
1663;1993-01-01;1998-01-01;2;591
1664;1995-01-01;1996-01-01;2;236
1665;1992-01-01;1998-01-01;2;943
1666;1991-01-01;1998-01-01;1;472
1667;1995-01-01;1997-01-01;2;932
1668;1994-01-01;1998-01-01;0;72
1669;1995-01-01;1998-01-01;0;676
1670;1993-01-01;1997-01-01;2;550
1671;1995-01-01;1998-01-01;3;873
1672;1992-01-01;1997-01-01;0;708
1673;1993-01-01;1996-01-01;4;703
1674;1991-01-01;1998-01-01;4;175
1675;1991-01-01;1996-01-01;2;593
1676;1995-01-01;1998-01-01;3;263
1677;1991-01-01;1999-01-01;2;139
1678;1993-01-01;1997-01-01;3;603
1679;1992-01-01;1998-01-01;2;917
1680;1994-01-01;1996-01-01;3;492
1681;1995-01-01;1996-01-01;2;728
1682;1992-01-01;1999-01-01;4;360
1683;1995-01-01;1997-01-01;0;848
1684;1993-01-01;1998-01-01;1;621
1685;1995-01-01;1999-01-01;1;606
1686;1994-01-01;1999-01-01;1;998
1687;1991-01-01;1996-01-01;2;192
1688;1991-01-01;1998-01-01;1;95
1689;1991-01-01;1998-01-01;0;40
1690;1994-01-01;1998-01-01;1;541
1691;1994-01-01;1999-01-01;2;74
1692;1995-01-01;1996-01-01;3;936
1693;1994-01-01;1998-01-01;4;466
1694;1992-01-01;1999-01-01;1;995
1695;1995-01-01;1996-01-01;0;782
1696;1991-01-01;1996-01-01;1;298
1697;1995-01-01;1998-01-01;2;321
1698;1991-01-01;1996-01-01;2;63
1699;1993-01-01;1998-01-01;1;266
1700;1992-01-01;1996-01-01;2;623
1701;1993-01-01;1997-01-01;4;320
1702;1991-01-01;1997-01-01;0;155
1703;1991-01-01;1999-01-01;3;294
1704;1992-01-01;1999-01-01;3;977
1705;1994-01-01;1996-01-01;2;20
1706;1995-01-01;1996-01-01;3;907
1707;1994-01-01;1997-01-01;4;925
1708;1993-01-01;1998-01-01;1;805
1709;1992-01-01;1999-01-01;4;948
1710;1991-01-01;1998-01-01;1;999
1711;1993-01-01;1998-01-01;0;334
1712;1995-01-01;1998-01-01;1;810
1713;1991-01-01;1998-01-01;3;273
1714;1995-01-01;1999-01-01;1;575
1715;1994-01-01;1996-01-01;2;283
1716;1993-01-01;1998-01-01;0;637
1717;1995-01-01;1996-01-01;0;684
1718;1994-01-01;1997-01-01;3;344
1719;1992-01-01;1999-01-01;3;548
1720;1994-01-01;1999-01-01;2;683
1721;1992-01-01;1999-01-01;1;436
1722;1992-01-01;1997-01-01;0;916
1723;1992-01-01;1997-01-01;0;817
1724;1993-01-01;1996-01-01;3;946
1725;1994-01-01;1996-01-01;3;73
1726;1991-01-01;1997-01-01;4;820
1727;1993-01-01;1997-01-01;2;64
1728;1995-01-01;1998-01-01;4;159
1729;1992-01-01;1996-01-01;3;672
1730;1995-01-01;1997-01-01;2;229
1731;1991-01-01;1996-01-01;0;311
1732;1995-01-01;1996-01-01;0;103
1733;1991-01-01;1998-01-01;0;653
1734;1993-01-01;1996-01-01;3;455
1735;1991-01-01;1999-01-01;0;319
1736;1993-01-01;1997-01-01;2;553
1737;1991-01-01;1997-01-01;1;510
1738;1993-01-01;1998-01-01;1;203
1739;1992-01-01;1998-01-01;4;316
1740;1994-01-01;1998-01-01;4;892
1741;1993-01-01;1997-01-01;3;996
1742;1991-01-01;1996-01-01;2;33
1743;1991-01-01;1998-01-01;3;509
1744;1993-01-01;1997-01-01;3;695
1745;1991-01-01;1996-01-01;4;388
1746;1991-01-01;1997-01-01;0;137
1747;1994-01-01;1999-01-01;2;39
1748;1992-01-01;1996-01-01;1;254
1749;1994-01-01;1997-01-01;1;949
1750;1995-01-01;1998-01-01;4;648
1751;1993-01-01;1998-01-01;0;361
1752;1993-01-01;1999-01-01;2;551
1753;1992-01-01;1999-01-01;3;909
1754;1995-01-01;1997-01-01;4;520
1755;1994-01-01;1997-01-01;2;743
1756;1993-01-01;1999-01-01;4;159
1757;1993-01-01;1998-01-01;0;490
1758;1994-01-01;1999-01-01;1;860
1759;1991-01-01;1997-01-01;4;532
1760;1991-01-01;1996-01-01;1;5
1761;1994-01-01;1997-01-01;2;315
1762;1994-01-01;1996-01-01;3;909
1763;1993-01-01;1996-01-01;2;342
1764;1995-01-01;1996-01-01;2;120
1765;1991-01-01;1999-01-01;0;504
1766;1991-01-01;1996-01-01;0;229
1767;1995-01-01;1999-01-01;4;358
1768;1994-01-01;1998-01-01;4;218
1769;1994-01-01;1996-01-01;1;828
1770;1992-01-01;1997-01-01;3;480
1771;1995-01-01;1997-01-01;4;920
1772;1994-01-01;1996-01-01;0;622
1773;1995-01-01;1999-01-01;2;597
1774;1995-01-01;1996-01-01;4;704
1775;1993-01-01;1998-01-01;0;934
1776;1995-01-01;1997-01-01;0;61
1777;1995-01-01;1997-01-01;0;34
1778;1992-01-01;1998-01-01;0;671
1779;1993-01-01;1998-01-01;1;513
1780;1994-01-01;1998-01-01;1;794
1781;1995-01-01;1996-01-01;0;609
1782;1993-01-01;1997-01-01;0;430
1783;1994-01-01;1998-01-01;3;845
1784;1991-01-01;1996-01-01;3;576
1785;1992-01-01;1996-01-01;4;925
1786;1993-01-01;1999-01-01;0;742
1787;1992-01-01;1999-01-01;0;429
1788;1994-01-01;1997-01-01;3;960
1789;1991-01-01;1997-01-01;1;831
1790;1991-01-01;1997-01-01;3;589
1791;1994-01-01;1998-01-01;2;577
1792;1992-01-01;1997-01-01;3;859
1793;1993-01-01;1997-01-01;3;240
1794;1993-01-01;1996-01-01;1;181
1795;1995-01-01;1999-01-01;4;631
1796;1993-01-01;1998-01-01;1;390
1797;1994-01-01;1997-01-01;3;468
1798;1995-01-01;1998-01-01;3;774
1799;1991-01-01;1998-01-01;2;530
1800;1993-01-01;1999-01-01;3;825
1801;1991-01-01;1998-01-01;1;373
1802;1995-01-01;1998-01-01;0;410
1803;1993-01-01;1998-01-01;4;12
1804;1993-01-01;1998-01-01;1;756
1805;1994-01-01;1999-01-01;3;294
1806;1994-01-01;1998-01-01;0;50
1807;1994-01-01;1996-01-01;1;118
1808;1995-01-01;1997-01-01;3;710
1809;1991-01-01;1996-01-01;1;106
1810;1994-01-01;1999-01-01;3;961
1811;1993-01-01;1998-01-01;0;277
1812;1992-01-01;1996-01-01;1;383
1813;1995-01-01;1997-01-01;3;112
1814;1992-01-01;1998-01-01;0;306
1815;1991-01-01;1996-01-01;2;388
1816;1993-01-01;1996-01-01;4;464
1817;1992-01-01;1996-01-01;4;262
1818;1994-01-01;1997-01-01;0;594
1819;1995-01-01;1997-01-01;1;526
1820;1993-01-01;1999-01-01;0;188
1821;1992-01-01;1998-01-01;4;365
1822;1991-01-01;1999-01-01;3;19
1823;1993-01-01;1997-01-01;1;858
1824;1995-01-01;1997-01-01;0;605
1825;1995-01-01;1997-01-01;3;81
1826;1993-01-01;1999-01-01;0;443
1827;1992-01-01;1999-01-01;1;625
1828;1994-01-01;1998-01-01;1;612
1829;1992-01-01;1997-01-01;3;229
1830;1995-01-01;1999-01-01;3;765
1831;1993-01-01;1997-01-01;3;685
1832;1994-01-01;1998-01-01;0;368
1833;1994-01-01;1996-01-01;2;276
1834;1994-01-01;1997-01-01;3;268
1835;1992-01-01;1999-01-01;4;191
1836;1995-01-01;1998-01-01;2;658
1837;1991-01-01;1996-01-01;2;258
1838;1994-01-01;1997-01-01;3;342
1839;1993-01-01;1998-01-01;4;44
1840;1992-01-01;1998-01-01;3;250
1841;1991-01-01;1999-01-01;3;353
1842;1993-01-01;1997-01-01;1;602
1843;1994-01-01;1997-01-01;4;632
1844;1991-01-01;1999-01-01;3;718
1845;1994-01-01;1999-01-01;4;471
1846;1991-01-01;1998-01-01;1;153
1847;1992-01-01;1999-01-01;2;197
1848;1991-01-01;1997-01-01;3;223
1849;1992-01-01;1996-01-01;2;737
1850;1992-01-01;1998-01-01;0;621
1851;1992-01-01;1996-01-01;0;483
1852;1995-01-01;1997-01-01;1;391
1853;1991-01-01;1997-01-01;1;995
1854;1993-01-01;1999-01-01;2;47
1855;1993-01-01;1998-01-01;1;520
1856;1995-01-01;1998-01-01;4;774
1857;1993-01-01;1996-01-01;2;790
1858;1993-01-01;1998-01-01;0;266
1859;1991-01-01;1999-01-01;2;590
1860;1992-01-01;1997-01-01;2;476
1861;1995-01-01;1998-01-01;2;976
1862;1993-01-01;1997-01-01;3;313
1863;1991-01-01;1997-01-01;1;138
1864;1993-01-01;1997-01-01;3;250
1865;1991-01-01;1999-01-01;2;287
1866;1993-01-01;1996-01-01;0;954
1867;1994-01-01;1998-01-01;4;481
1868;1994-01-01;1998-01-01;0;457
1869;1992-01-01;1999-01-01;2;873
1870;1994-01-01;1998-01-01;1;508
1871;1991-01-01;1997-01-01;2;768
1872;1995-01-01;1998-01-01;1;836
1873;1995-01-01;1999-01-01;1;904
1874;1995-01-01;1999-01-01;0;224
1875;1991-01-01;1998-01-01;4;295
1876;1994-01-01;1998-01-01;4;758
1877;1994-01-01;1999-01-01;4;95
1878;1994-01-01;1996-01-01;1;611
1879;1993-01-01;1999-01-01;3;113
1880;1992-01-01;1996-01-01;4;388
1881;1992-01-01;1999-01-01;1;855
1882;1991-01-01;1996-01-01;4;269
1883;1993-01-01;1997-01-01;0;91
1884;1995-01-01;1998-01-01;2;541
1885;1993-01-01;1996-01-01;1;972
1886;1991-01-01;1996-01-01;1;349
1887;1991-01-01;1998-01-01;2;811
1888;1993-01-01;1999-01-01;3;712
1889;1993-01-01;1996-01-01;0;936
1890;1991-01-01;1997-01-01;0;627
1891;1995-01-01;1998-01-01;4;226
1892;1994-01-01;1998-01-01;4;686
1893;1993-01-01;1998-01-01;1;913
1894;1994-01-01;1997-01-01;0;404
1895;1994-01-01;1998-01-01;3;34
1896;1993-01-01;1997-01-01;3;72
1897;1992-01-01;1996-01-01;3;444
1898;1992-01-01;1996-01-01;2;804
1899;1993-01-01;1997-01-01;0;757
1900;1992-01-01;1996-01-01;2;440
1901;1993-01-01;1997-01-01;4;238
1902;1993-01-01;1999-01-01;1;917
1903;1995-01-01;1998-01-01;0;943
1904;1991-01-01;1996-01-01;1;805
1905;1995-01-01;1998-01-01;1;615
1906;1994-01-01;1998-01-01;1;105
1907;1991-01-01;1997-01-01;4;516
1908;1993-01-01;1998-01-01;3;931
1909;1991-01-01;1998-01-01;3;643
1910;1994-01-01;1997-01-01;3;285
1911;1993-01-01;1997-01-01;3;45
1912;1995-01-01;1999-01-01;3;867
1913;1995-01-01;1997-01-01;4;678
1914;1991-01-01;1996-01-01;1;238
1915;1991-01-01;1999-01-01;3;211
1916;1992-01-01;1999-01-01;0;747
1917;1994-01-01;1997-01-01;0;787
1918;1995-01-01;1998-01-01;3;176
1919;1992-01-01;1998-01-01;1;230
1920;1992-01-01;1996-01-01;4;630
1921;1993-01-01;1998-01-01;0;564
1922;1995-01-01;1998-01-01;3;948
1923;1993-01-01;1997-01-01;0;880
1924;1994-01-01;1996-01-01;2;622
1925;1995-01-01;1996-01-01;3;828
1926;1993-01-01;1997-01-01;0;599
1927;1994-01-01;1997-01-01;2;91
1928;1991-01-01;1998-01-01;3;510
1929;1994-01-01;1996-01-01;3;838
1930;1992-01-01;1998-01-01;2;750
1931;1995-01-01;1996-01-01;0;4
1932;1994-01-01;1999-01-01;0;787
1933;1995-01-01;1997-01-01;0;614
1934;1991-01-01;1996-01-01;0;710
1935;1994-01-01;1998-01-01;2;561
1936;1994-01-01;1997-01-01;1;388
1937;1992-01-01;1996-01-01;2;654
1938;1992-01-01;1998-01-01;1;776
1939;1994-01-01;1997-01-01;2;409
1940;1993-01-01;1998-01-01;4;555
1941;1993-01-01;1998-01-01;3;54
1942;1994-01-01;1999-01-01;2;211
1943;1995-01-01;1997-01-01;4;561
1944;1991-01-01;1999-01-01;4;109
1945;1993-01-01;1999-01-01;3;82
1946;1994-01-01;1999-01-01;1;882
1947;1995-01-01;1999-01-01;3;535
1948;1991-01-01;1997-01-01;0;995
1949;1992-01-01;1996-01-01;4;407
1950;1991-01-01;1999-01-01;2;613
1951;1995-01-01;1997-01-01;1;868
1952;1994-01-01;1997-01-01;3;522
1953;1995-01-01;1997-01-01;1;61
1954;1992-01-01;1996-01-01;1;816
1955;1991-01-01;1999-01-01;2;265
1956;1994-01-01;1999-01-01;4;230
1957;1991-01-01;1997-01-01;2;80
1958;1991-01-01;1999-01-01;3;426
1959;1993-01-01;1996-01-01;4;315
1960;1995-01-01;1996-01-01;2;72
1961;1991-01-01;1996-01-01;1;413
1962;1995-01-01;1998-01-01;2;284
1963;1992-01-01;1996-01-01;3;671
1964;1995-01-01;1998-01-01;2;544
1965;1991-01-01;1998-01-01;0;319
1966;1993-01-01;1997-01-01;3;618
1967;1991-01-01;1996-01-01;4;190
1968;1995-01-01;1999-01-01;3;313
1969;1995-01-01;1996-01-01;4;750
1970;1993-01-01;1996-01-01;4;862
1971;1991-01-01;1997-01-01;1;220
1972;1994-01-01;1996-01-01;3;342
1973;1991-01-01;1998-01-01;3;806
1974;1992-01-01;1999-01-01;1;45
1975;1993-01-01;1997-01-01;1;611
1976;1991-01-01;1998-01-01;0;111
1977;1995-01-01;1999-01-01;3;928
1978;1994-01-01;1998-01-01;1;278
1979;1993-01-01;1998-01-01;3;156
1980;1991-01-01;1996-01-01;0;169
1981;1995-01-01;1996-01-01;1;24
1982;1995-01-01;1997-01-01;3;423
1983;1995-01-01;1996-01-01;4;152
1984;1994-01-01;1998-01-01;3;389
1985;1995-01-01;1996-01-01;0;355
1986;1993-01-01;1999-01-01;2;635
1987;1993-01-01;1999-01-01;0;769
1988;1991-01-01;1996-01-01;4;223
1989;1994-01-01;1996-01-01;2;924
1990;1993-01-01;1996-01-01;0;520
1991;1993-01-01;1998-01-01;3;521
1992;1992-01-01;1998-01-01;2;132
1993;1993-01-01;1997-01-01;3;759
1994;1994-01-01;1997-01-01;1;692
1995;1992-01-01;1999-01-01;4;344
1996;1993-01-01;1996-01-01;3;612
1997;1992-01-01;1996-01-01;1;975
1998;1991-01-01;1996-01-01;2;191
1999;1995-01-01;1999-01-01;1;490
2000;1993-01-01;1996-01-01;2;417
2001;1992-01-01;1998-01-01;3;985
2002;1991-01-01;1996-01-01;3;53
2003;1993-01-01;1997-01-01;4;924
2004;1995-01-01;1998-01-01;2;33
2005;1991-01-01;1999-01-01;2;250
2006;1995-01-01;1999-01-01;3;223
2007;1991-01-01;1997-01-01;2;66
2008;1995-01-01;1998-01-01;4;740
2009;1991-01-01;1996-01-01;0;607
2010;1994-01-01;1999-01-01;1;959
2011;1994-01-01;1999-01-01;1;135
2012;1995-01-01;1996-01-01;0;626
2013;1991-01-01;1996-01-01;0;160
2014;1993-01-01;1998-01-01;2;780
2015;1992-01-01;1998-01-01;3;480
2016;1991-01-01;1996-01-01;1;646
2017;1994-01-01;1997-01-01;2;382
2018;1993-01-01;1997-01-01;0;96
2019;1994-01-01;1996-01-01;4;460
2020;1994-01-01;1996-01-01;2;348
2021;1992-01-01;1998-01-01;4;733
2022;1993-01-01;1999-01-01;1;595
2023;1994-01-01;1998-01-01;0;829
2024;1994-01-01;1998-01-01;4;884
2025;1995-01-01;1999-01-01;4;783
2026;1992-01-01;1997-01-01;2;316
2027;1994-01-01;1998-01-01;2;803
2028;1992-01-01;1997-01-01;3;561
2029;1995-01-01;1996-01-01;4;795
2030;1994-01-01;1997-01-01;4;859
2031;1994-01-01;1997-01-01;1;746
2032;1995-01-01;1997-01-01;1;939
2033;1994-01-01;1998-01-01;2;579
2034;1995-01-01;1996-01-01;4;977
2035;1993-01-01;1999-01-01;3;718
2036;1993-01-01;1999-01-01;3;34
2037;1994-01-01;1999-01-01;0;735
2038;1992-01-01;1997-01-01;4;575
2039;1991-01-01;1999-01-01;2;901
2040;1993-01-01;1997-01-01;0;445
